residence	current_location	blood_group	job	mail	user_id	birthdate	company	name	username	ssn	registration	station_ID
	(Decimal('-80.102486'), Decimal('81.327599'))	AB-		bento35@bol.com.br	756		da Paz	Yago Cirino	piresdavi	26917803413	27 Aug 2021	330
	(Decimal('59.737429'), Decimal('57.156435'))	AB-		kweiss@googlemail.com	1745		Lange AG	Ortwin Beyer B.Eng.	ingetrautkaester	870-22-7936	20 Jun 2020	355
	(Decimal('-60.3695235'), Decimal('-2.442013'))	A-		ortegajoy@gmail.com	1732	2010-02-22	Black Group	Keith Larson	zholland	090-58-3889	2024/06/05	255
	(Decimal('-35.555776'), Decimal('17.677901'))	B+		gael-henrique18@yahoo.com.br	1395		Cunha - EI	Marina Andrade	marquesravi	52796034810	10/23/2018, 00:00:00	282
	(Decimal('-32.1606665'), Decimal('-32.771409'))	O-		hiroshimatsumoto@hotmail.com	2056	1961-07-30	株式会社橋本通信	福田 修平	tomoyasuzuki	891-84-9161	25 Aug 2022	151
	(Decimal('-30.083123'), Decimal('-115.753295'))	B+		lorenz72@web.de	1219	2008-04-24	Jähn	Emilie Wieloch-Bohlander	liselotte66	764-00-0597	2025/06/08	770
	(Decimal('24.989456'), Decimal('10.006141'))	AB-		madeleineoderwald@hotmail.de	310		Hänel Kreusel KG	Asta Mosemann-Harloff	faustaugusta	138-19-5538	2020-08-10	104
	(Decimal('27.5861835'), Decimal('66.744176'))	A+		woodmichael@hotmail.com	923		Harris-Lynn	Sarah Sanders	rachaelwilliams	481-70-6634	05/14/2021, 00:00:00	269
	(Decimal('-28.978887'), Decimal('137.985159'))	AB-	Farmacêutico	ana-julia34@bol.com.br	130	2018-10-12	Vasconcelos Brito S/A	Sra. Daniela Rodrigues	maria-vitoriaaraujo	71658920368	08/05/2024, 00:00:00	661
	(Decimal('30.553355'), Decimal('-169.930217'))	B-		sousaarthur@ig.com.br	1426	2018-02-04	Siqueira	Kaique Barros	osousa	80739651277	2019/08/12	242
	(Decimal('83.2212345'), Decimal('-30.950932'))	A+		sandrawiley@hotmail.com	180	1909-09-25	Moore Inc	Scott Banks	jonesjulie	883-38-5304	2020/04/28	639
	(Decimal('-81.564624'), Decimal('151.154507'))	AB+		jnakajima@hotmail.com	1511		渡辺運輸合同会社	石川 あすか	sasakiyuki	077-32-0859	07/05/2020, 00:00:00	536
	(Decimal('67.536240'), Decimal('178.676213'))	A+		tronpiersanti@tim.it	1358	1919-10-29	Ruggeri, Federici e Tognazzi e figli	Rosario Bianchi-Burcardo	marialuxardo	SCRTTN08D43L899Z	02/27/2024, 00:00:00	674
	(Decimal('-33.6026285'), Decimal('-57.862643'))	O-	Costureira	varaujo@yahoo.com.br	1722		Dias	Rhavi Cavalcante	casa-grandebella	35248679010	10/23/2022, 00:00:00	52
	(Decimal('-89.6149725'), Decimal('-62.843271'))	B+		naokoikeda@gmail.com	1819	2014-02-28	鈴木ガス合同会社	後藤 和也	ishikawasatomi	818-01-7890	08/21/2021, 00:00:00	137
	(Decimal('26.6841585'), Decimal('158.842520'))	A+		clinechristine@yahoo.com	846	1996-06-03	Smith Ltd	Antonio Thompson	scott87	119-54-8726	2022-05-30	218
	(Decimal('-43.8760565'), Decimal('98.297580'))	A+		hashimotoatsushi@gmail.com	1307	2005-04-29	藤井運輸有限会社	三浦 香織	byoshida	341-37-1865	17 Oct 2019	60
	(Decimal('-16.6192515'), Decimal('160.588393'))	O+		jens-uwechristoph@gmx.de	144	1983-10-13	Adolph	Janine Herrmann	huhnklaudia	930-97-2562	2022/04/06	59
	(Decimal('36.091696'), Decimal('118.384595'))	AB-		katojun@yahoo.com	1453		株式会社中村銀行	吉田 拓真	junfujii	068-24-1968	2023/09/01	500
	(Decimal('66.1688115'), Decimal('102.459366'))	A-		ecattaneo@outlook.com	1885		Miniati-Ferrucci SPA	Torquato Siffredi	uantonini	CLLLFD99R69D170T	2022-02-19	98
	(Decimal('-60.790634'), Decimal('113.939657'))	O+		yoichisato@yahoo.com	1860	2005-07-27	有限会社佐藤食品	中村 里佳	taichisato	066-79-0097	2025-07-06	127
	(Decimal('-40.0913115'), Decimal('-104.509241'))	AB+		vanessa56@virgilio.it	236		Eco-Valmarana s.r.l.	Paolo Giolitti	bonannorodolfo	NOIGRN08D24D615J	12/18/2018, 00:00:00	468
	(Decimal('14.4332685'), Decimal('11.072276'))	A+		frank-michaelullrich@yahoo.de	1844	1966-06-16	Stiebitz Drub GmbH	Prof. Emilie Caspar	klothildefaust	911-52-9025	2021/10/24	319
	(Decimal('-81.330464'), Decimal('15.259258'))	B-		angela43@gmail.com	1710		Ehlert	Blanka Tschentscher B.A.	lachmannanneliese	367-04-3125	2025-04-08	24
	(Decimal('67.555685'), Decimal('153.902699'))	O-	建築家	hyoshida@gmail.com	67	1954-10-07	株式会社中村食品	田中 陽子	yuki26	400-36-2594	01/24/2020, 00:00:00	240
	(Decimal('-27.949717'), Decimal('-55.958887'))	A-		kim21@gmail.com	1980		Yates-Hernandez	Erik Guerra	jacobpeterson	521-46-7509	2023-12-13	716
	(Decimal('4.908349'), Decimal('38.696079'))	AB+	Assessor de imprensa	piresjulia@bol.com.br	311	1917-10-04	Sá	Dr. Heitor Rios	stephany11	14627503890	08/22/2025, 00:00:00	684
	(Decimal('-42.0140445'), Decimal('60.890448'))	O+	Trade mark attorney	kathy69@gmail.com	494	2007-02-26	Cross-Williams	Sydney Harris	erogers	840-96-7933	29 Nov 2020	153
	(Decimal('84.7794695'), Decimal('-49.067812'))	A+	医師	akemiabe@gmail.com	2059		株式会社藤原農林	佐藤 淳	inoueatsushi	756-07-9404	2024/03/02	176
	(Decimal('64.329110'), Decimal('57.953352'))	AB+		bmissoni@gmail.com	1897	2013-02-24	Valier-Giunti e figli	Amalia Mondadori-Ferrara	tariasso	PNNDLA53E19I649I	07/10/2023, 00:00:00	698
	(Decimal('76.8848505'), Decimal('9.041967'))	O+	Tourist information centre manager	vitodona@live.com	2081	1978-12-26	Bandello-Zaccardo Group	Gianfrancesco Collodi-Ferrante	violapellegrino	SPRBPP70M54L112Q	2024/02/16	358
	(Decimal('13.7321885'), Decimal('-32.525998'))	O-		qda-luz@uol.com.br	1974		Gonçalves S/A	Lucca Fonseca	garciatheodoro	25791608330	2023/05/24	749
	(Decimal('-54.219514'), Decimal('-147.218511'))	B-		tanakahideki@yahoo.com	1203	1911-03-11	株式会社山崎水産	青木 明美	satosatomi	386-62-7843	03/02/2020, 00:00:00	77
	(Decimal('-89.2297245'), Decimal('-56.406204'))	AB+		nakamuramai@gmail.com	641	1986-07-20	山本水産有限会社	福田 くみ子	yito	451-21-9651	30 Dec 2024	571
	(Decimal('-33.352015'), Decimal('37.216770'))	B+		satonanami@hotmail.com	1210		株式会社三浦情報	近藤 陽一	rsuzuki	544-10-4837	2020/10/16	259
	(Decimal('65.8416435'), Decimal('-139.463146'))	B+		andersoncharles@yahoo.com	1369		Jones LLC	Rodney Kennedy	alexander50	037-98-4455	09 May 2020	153
	(Decimal('5.623537'), Decimal('149.025847'))	AB+		qargenti@tin.it	598		Muti-Boitani e figli	Maria Persico	ennioacerbi	MRRCLD52M30D769G	2025/05/06	735
	(Decimal('63.9070695'), Decimal('153.337340'))	O+		itokana@yahoo.com	576	1915-04-08	山本水産有限会社	鈴木 結衣	yosuke40	319-29-9800	04/12/2020, 00:00:00	284
	(Decimal('-57.3274485'), Decimal('31.546198'))	B+		chiyonakajima@yahoo.com	1657		佐藤建設合同会社	伊藤 篤司	kimurashota	635-04-6204	2024-03-11	510
	(Decimal('-82.245868'), Decimal('-151.550651'))	O-	Produtor musical	liam49@gmail.com	712		Marques - EI	Esther Pinto	siqueiralevi	63258917400	03 May 2022	593
	(Decimal('-21.005826'), Decimal('143.458622'))	AB-		argentomonica@tim.it	1508	1967-03-18	Soprano Group	Fabia Vercelloni	toninellimelania	NNTFLP45H08C701K	2020/12/15	48
	(Decimal('-78.693315'), Decimal('40.276127'))	A+		piergiorgio43@libero.it	216		Sommaruga Group	Griselda Stefanelli	guidonesandra	CMUSBL46H15D161N	2019-06-18	41
	(Decimal('8.7236495'), Decimal('67.152430'))	B-		losekannfiliz@gmx.de	809	1930-01-14	Kreusel AG & Co. OHG	Camilla Paffrath	marawiek	619-57-4015	2024-12-23	334
	(Decimal('66.875264'), Decimal('-36.435855'))	A-		nanni55@libero.it	1719		Golino, Amaldi e Pratesi Group	Sig.ra Lolita Cagnin	vgaito	PDVVTI05M50I396Y	12/05/2022, 00:00:00	632
	(Decimal('75.2404365'), Decimal('-144.496427'))	AB-		dawn91@gmail.com	986		Jackson Group	Mary Bell	barbarayork	171-23-0686	01/24/2023, 00:00:00	245
	(Decimal('-72.381226'), Decimal('51.047903'))	O-		cda-conceicao@ig.com.br	294		da Paz Cunha e Filhos	Gabrielly Martins	vasconcelosraquel	34815970610	2024-02-14	8
	(Decimal('-53.374580'), Decimal('-167.832100'))	O+		caterinaprocacci@gmail.com	1691		Sobrero Group	Alessandra Satriani-Pavone	trapanielladio	LCCFLP04L17L973E	2025-07-02	246
	(Decimal('-62.717198'), Decimal('100.652421'))	A+	Florist	ullrichklingelhoefer@web.de	74	1917-05-29	Kusch Kensy KG	Vinko Fiebig B.Eng.	karina69	793-65-3798	16 Sep 2021	492
	(Decimal('61.314837'), Decimal('-126.898461'))	A+	Archivist	umberto77@hotmail.it	1312		Borrani-Spinelli e figli	Dott. Tonino Scarponi	nicolotravia	PRCPRS00H41E677B	2022/07/30	127
	(Decimal('-48.943226'), Decimal('-9.232586'))	O+		kellyashley@yahoo.com	667		Martin-Greene	Dr. Nicole Taylor	baileytimothy	044-64-1367	04 Nov 2018	130
	(Decimal('14.1447915'), Decimal('143.499455'))	O-		hertha32@yahoo.de	477	1944-07-27	Klemt GbR	Herr Mario Klemt MBA.	maramude	259-12-6514	06/07/2021, 00:00:00	489
	(Decimal('34.9440315'), Decimal('85.295443'))	B-		marianogarrone@vodafone.it	824		Malipiero-Sgalambro s.r.l.	Dott. Lodovico Babato	ncibin	PGNSLO00T11L449W	2023/07/06	414
	(Decimal('-83.872400'), Decimal('-70.862673'))	B-	Chemist, analytical	gemmapolizzi@gmail.com	1135		Ughi, Bragaglia e Lollobrigida e figli	Dolores Gaggini	perinigiampaolo	MNTVNN55C49A062D	05 Jan 2020	585
		B+		zsanders@yahoo.com	1960		Mccall, Ramirez and Chambers	Melissa Cannon	davidrichardson	417-82-7838	2022-07-27	220
	(Decimal('-83.307543'), Decimal('-8.916676'))	A+		bgarcia@uol.com.br	1846	2022-08-05	Gonçalves S.A.	Lívia Vasconcelos	ribeiroigor	35619704270	01/15/2024, 00:00:00	53
	(Decimal('-64.098407'), Decimal('123.251114'))	B+		tanakatakuma@hotmail.com	1077		小林水産株式会社	松本 康弘	sayuri74	070-07-6586	2021-12-16	215
	(Decimal('56.776425'), Decimal('31.786387'))	B-	Civil Service fast streamer	johnmiller@hotmail.com	428	1967-03-27	Shelton Group	Cory Martin	terri54	651-16-4185	23 Oct 2022	25
	(Decimal('37.2562225'), Decimal('-47.466691'))	B-		nelly58@googlemail.com	802		Kusch Geisler GbR	Mirco Kramer	gkiller	706-96-1984	2022-01-01	140
	(Decimal('-43.038736'), Decimal('75.945100'))	B+	Chartered accountant	katie96@hotmail.com	1614	2015-08-12	Davis, Fisher and Williams	Melvin Best	broberts	554-14-1268	01/26/2024, 00:00:00	419
	(Decimal('6.726571'), Decimal('112.251694'))	AB+		karl-otto81@gmail.com	549	1933-03-18	Textor Trommler AG & Co. KG	Frau Krista Hofmann	gilda54	074-43-4084	2018/12/30	487
	(Decimal('75.328100'), Decimal('-84.329352'))	B-	農家	sayuri13@gmail.com	314	1997-06-19	高橋食品有限会社	斉藤 里佳	tsubasakobayashi	279-62-7026	01/19/2020, 00:00:00	555
	(Decimal('61.0325295'), Decimal('-23.443569'))	O-	バスガイド	ishiitaro@yahoo.com	699		合同会社松田通信	井上 裕樹	endokumiko	166-22-0048	2021/04/12	370
	(Decimal('-33.1690025'), Decimal('-48.749009'))	B-	Water engineer	stoppaniornella@tiscali.it	515		Rossetti, Mercalli e Detti Group	Aldo Gori	giuliana64	FRRLBT79R42B639V	2024/06/07	331
	(Decimal('-79.128430'), Decimal('144.286983'))	O+	Prensista	procha@gmail.com	1710	1952-02-18	Campos	Vinicius Fernandes	zfernandes	10378459279	24 Feb 2020	382
	(Decimal('6.534249'), Decimal('9.839099'))	AB+		leaoarthur-gabriel@ig.com.br	512	1980-03-19	Garcia - ME	Rebeca Pires	ana-laura62	20964851776	01/24/2021, 00:00:00	262
	(Decimal('39.1067405'), Decimal('-34.182575'))	AB+	Filósofo	da-rochaluana@gmail.com	1470		Garcia Pereira S/A	Clara Souza	diogo48	96875041294	2020/09/23	528
	(Decimal('-87.2525885'), Decimal('159.461990'))	O+		wendysantana@gmail.com	774		Rodriguez-Carter	Victor Pearson	monroedanielle	701-01-6344	11/27/2023, 00:00:00	524
	(Decimal('88.737784'), Decimal('33.438071'))	O+		kingmiranda@yahoo.com	75	2013-07-31	Barrera Group	Robert Miller	clairegriffin	548-11-2606	25 Dec 2021	475
	(Decimal('84.077926'), Decimal('175.465600'))	A-		martha37@googlemail.com	1838		Margraf GmbH & Co. KG	Wencke Seifert	istriebitz	862-84-0279	2018/12/15	142
	(Decimal('88.0970635'), Decimal('112.764851'))	B-	Chemikant	armin70@hotmail.de	496		Preiß Schaaf AG	Viktor Röhrdanz	ugehringer	249-71-6092	18 Mar 2024	157
	(Decimal('-61.766055'), Decimal('-78.780600'))	B+		cyoshida@gmail.com	1396	2023-02-24	伊藤鉱業合同会社	中村 舞	suzukiryohei	728-35-2349	2023/11/23	399
	(Decimal('-86.785593'), Decimal('100.826222'))	A+		jasonclark@yahoo.com	2057	1979-05-19	Hughes, Rosario and Sanders	Hannah Terrell	hfisher	399-57-8634	10/03/2018, 00:00:00	541
	(Decimal('67.5823615'), Decimal('-151.085732'))	B-		cabotomauro@libero.it	1841		Gigli s.r.l.	Laura Frescobaldi	agramsci	BSOLNE45C31F675W	2020-11-24	159
	(Decimal('-54.622093'), Decimal('141.823812'))	O-		nmaldonado@hotmail.com	62		Smith Group	Luis Hurst	fkeller	088-24-8009	27 Nov 2022	311
	(Decimal('24.1700075'), Decimal('-6.909590'))	B-		brayancasa-grande@uol.com.br	1142	1978-12-20	Souza	Raquel Campos	hfogaca	50614832942	2023-02-20	439
	(Decimal('-33.456782'), Decimal('-104.058556'))	B-		yuiendo@gmail.com	1066		有限会社福田建設	佐々木 千代	yamamotosatomi	745-83-7924	09/23/2024, 00:00:00	630
	(Decimal('35.130340'), Decimal('-174.327187'))	AB-		cbarros@ig.com.br	1954		Brito	Calebe Alves	duartejose-pedro	01647538939	2018-12-31	579
	(Decimal('78.481095'), Decimal('-126.494475'))	AB-		stevenbarton@hotmail.com	1756		Fuller, Jackson and Peterson	Barbara Johnson	kellyrivera	486-48-6086	17 Jun 2023	132
	(Decimal('-13.4281635'), Decimal('-155.028602'))	B+		huebelnina@googlemail.com	1233	2002-10-17	Patberg Eberth AG	Adalbert Walter	peukertjohan	623-15-6310	10 Nov 2018	25
	(Decimal('-81.874125'), Decimal('42.552904'))	O-	Artist	heinerbolzmann@hotmail.de	765	1937-11-24	Jacobi Jäckel AG & Co. OHG	Wally Hahn	hans-josefdippel	746-56-6659	22 Aug 2020	94
	(Decimal('-79.794206'), Decimal('9.136251'))	AB-	Encanador	marcela43@gmail.com	1662	1968-09-15	Melo	Alexandre Ribeiro	luana71	21459678001	2024-06-14	668
	(Decimal('-72.4777875'), Decimal('98.286465'))	A+		asuzuki@hotmail.com	1691		太田通信有限会社	渡辺 裕樹	tanakasotaro	402-88-7433	06/23/2024, 00:00:00	352
	(Decimal('71.267726'), Decimal('165.015556'))	A+		meisterromana@gmail.com	724	2020-12-19	Walter AG	Jerzy Ebert	stavros74	358-45-3290	2021-07-18	69
	(Decimal('-79.059515'), Decimal('152.009186'))	AB-		kmelo@hotmail.com	118		Fonseca	Maria Clara Barros	antonella33	50731684966	2024/11/23	447
	(Decimal('-79.4711975'), Decimal('53.231946'))	AB+		vhein@googlemail.com	1721	1917-11-25	Speer Austermühle Stiftung & Co. KGaA	Univ.Prof. Paula Kallert B.A.	sigruntrupp	587-91-1285	12 Sep 2022	767
	(Decimal('39.117522'), Decimal('-91.576839'))	A-		baileywilliams@hotmail.com	1985	1970-08-24	Hunter-Bell	Joel Wagner	ronaldarias	069-82-0953	17 Mar 2019	675
	(Decimal('-6.2728995'), Decimal('86.051958'))	AB-	高等学校教員	xnakamura@hotmail.com	995		高橋鉱業株式会社	池田 結衣	yoichi57	727-90-6147	02 Nov 2022	152
	(Decimal('-4.0269475'), Decimal('-121.687312'))	A-		lidijaschlosser@gmail.com	1574		Franke Naser Stiftung & Co. KG	Ekkehart Löwer	florentinekrein	598-21-6384	10/20/2019, 00:00:00	368
	(Decimal('58.365949'), Decimal('13.001454'))	A-		maria-julia52@yahoo.com.br	226	2016-06-08	Mendonça Aragão S.A.	Dra. Maria Duarte	heitorpimenta	23715498609	09/16/2024, 00:00:00	329
	(Decimal('16.8382485'), Decimal('-6.893267'))	O-		giustino12@poste.it	1875	1956-03-24	Marsili, Antonelli e Munari e figli	Roman Rossi	ovadiagiampaolo	MTTRGR91R43M352O	2025/06/04	458
		O+		ninotron@alice.it	1100		Sollima-Monteverdi Group	Fiamma Bertolucci	matteosinisi	MDRMLS05T08E120F	05 Apr 2025	636
	(Decimal('-60.0354005'), Decimal('-116.135710'))	O-		fukudakana@gmail.com	125		株式会社中村通信	佐藤 亮介	atsushihayashi	174-07-6417	2023-01-09	67
	(Decimal('-73.4868165'), Decimal('31.054034'))	O+		naoko45@hotmail.com	705		三浦電気有限会社	藤井 拓真	ryosukemori	038-68-7878	03 Sep 2022	373
	(Decimal('58.2661065'), Decimal('0.384918'))	O-		henry-gabriel34@ig.com.br	1398	1956-01-05	Lopes	Pedro Miguel Teixeira	fcardoso	26893071469	2022-12-15	464
	(Decimal('4.6330735'), Decimal('-39.366961'))	AB-	Asphaltbauer	benthingaby@gmx.de	1266	1996-09-16	Schleich Trommler GmbH & Co. OHG	Hans-Georg Tlustek	tkreusel	342-27-3731	31 May 2020	654
	(Decimal('-25.111435'), Decimal('-34.535431'))	AB+		heidemariebauer@yahoo.de	2012		Dehmel	Sven Trommler-Haering	kuschleopoldine	714-53-9933	07/06/2022, 00:00:00	377
	(Decimal('-63.559956'), Decimal('-88.478499'))	AB-		toscaninivincentio@tim.it	1457		Jilani Group	Beatrice Ruffini-Guidone	egarrone	VDNLND47S59A702N	2019-12-17	28
	(Decimal('-55.7458255'), Decimal('-53.760027'))	A-	Tapeceiro	amachado@hotmail.com	419	1974-07-06	Silva	Rael Souza	davi-luiz33	13809642703	04/28/2020, 00:00:00	593
	(Decimal('64.5618955'), Decimal('-64.209594'))	AB-		correiaravi-lucca@ig.com.br	1848		Pastor Leão - ME	Juan Rios	mouramarcos-vinicius	72859610430	20 Aug 2025	574
		B+		ualbers@web.de	98	1935-10-19	Gunpf	Antonie Rosemann-Pieper	mandyradisch	706-20-2865	2023-07-28	455
	(Decimal('34.4576125'), Decimal('-17.307386'))	O+	Diagnostic radiographer	cherylcunningham@hotmail.com	1047		Oliver, Dillon and Sanchez	Sarah Brown	joseph93	830-64-7289	06/19/2020, 00:00:00	601
	(Decimal('83.943827'), Decimal('-0.764152'))	B-		tanakamanabu@gmail.com	643		株式会社長谷川情報	藤田 亮介	aokichiyo	392-65-9343	2021-08-19	380
	(Decimal('-14.5852295'), Decimal('-138.028021'))	A+		kondomikako@gmail.com	1943		山田建設有限会社	小林 直子	isato	136-57-2006	2019/11/25	731
	(Decimal('67.051384'), Decimal('134.568281'))	O-		lucaspires@hotmail.com	2012	1997-08-06	Almeida	Sr. Leandro Mendes	viniciusmacedo	30879652195	2021-08-28	69
	(Decimal('-41.185898'), Decimal('55.962730'))	A-	Training and development officer	pstein@yahoo.com	2014	1975-03-04	Yates-Faulkner	Crystal Valdez	jeffery73	657-94-9435	12/26/2022, 00:00:00	538
	(Decimal('89.4197465'), Decimal('-163.036249'))	AB+	医師	yuki27@gmail.com	1855		有限会社山下情報	佐藤 直子	atsushi97	613-50-3469	17 Aug 2019	606
	(Decimal('10.904007'), Decimal('23.418960'))	B-	裁判官	nanami25@yahoo.com	1691	1938-08-04	合同会社田中農林	渡辺 洋介	chiyoito	779-71-6738	2019-03-05	223
	(Decimal('8.0974025'), Decimal('144.278169'))	AB-	Industrial buyer	pmontalti@tele2.it	534		Fornaciari, Grassi e Sommaruga s.r.l.	Nicola Fo-Righi	livio10	BRRPRG70B49A530J	2019/01/16	754
	(Decimal('-36.124556'), Decimal('-99.569392'))	B-		iito@hotmail.com	900	2019-03-02	合同会社伊藤情報	高橋 和也	yasuhirofukuda	629-56-2105	2020/10/29	625
	(Decimal('-69.188773'), Decimal('-25.485250'))	AB-		helenamarques@uol.com.br	695	1999-01-12	Costa	Sr. Eduardo Nogueira	isaaccampos	38017524617	09/13/2019, 00:00:00	424
	(Decimal('89.5650405'), Decimal('96.276831'))	AB-		machadomelissa@ig.com.br	1582		Santos Sales Ltda.	Ana Cecília Monteiro	calebpimenta	85694137000	18 Mar 2020	505
	(Decimal('-34.181822'), Decimal('52.862830'))	O+		mcdanielkimberly@hotmail.com	1853		Harrison-Johnson	Leslie Madden	lovelogan	709-61-1672	12 Sep 2019	498
	(Decimal('10.1568785'), Decimal('-50.645868'))	A-		catherine42@hotmail.com	469	1958-09-02	Perez-Herrera	Joyce Fisher	katrina02	127-66-9885	2019/12/24	487
	(Decimal('13.558123'), Decimal('39.480606'))	A-		alinke@aol.de	1042		Zimmer	Dr. Hansjörg Hande	antonius87	280-22-0180	20 May 2025	555
	(Decimal('10.485304'), Decimal('130.279321'))	B+		inouetaichi@hotmail.com	1543	1944-02-11	有限会社加藤銀行	石川 明美	momoko45	244-99-9275	02/26/2024, 00:00:00	261
	(Decimal('-64.742289'), Decimal('56.956189'))	B+		wscalfaro@tele2.it	1037		Luria-Petralli s.r.l.	Dott. Ansaldo Pacillo	melaniabulzoni	CLRLNI11E28A422G	05/26/2023, 00:00:00	265
	(Decimal('-36.907181'), Decimal('-50.106412'))	AB-		gbailey@gmail.com	1301	1927-11-26	Banks, Zhang and Smith	Tammy Perez	perkinsronald	382-09-1069	2019/02/02	131
	(Decimal('-88.2920265'), Decimal('151.291636'))	AB+	Advogado	gabriellysilva@gmail.com	711		Santos Pacheco e Filhos	Valentim Azevedo	melissa48	74216538053	10/17/2023, 00:00:00	763
	(Decimal('-45.0936555'), Decimal('118.124312'))	B+		katie85@hotmail.com	55		Brooks LLC	Drew Smith	zjacobs	775-66-6945	06/30/2021, 00:00:00	549
	(Decimal('56.2247195'), Decimal('-141.131718'))	B-		reisingdorle@web.de	1106		Eimer KG	Rosalia Nohlmans-Buchholz	diether04	217-02-3169	07/07/2019, 00:00:00	260
	(Decimal('-49.5502385'), Decimal('-131.361545'))	AB+		jessesalazar@gmail.com	2043	1986-02-09	Clark, Spencer and Anderson	Jacob Miller	davidtaylor	340-30-4300	11/29/2020, 00:00:00	58
	(Decimal('36.070145'), Decimal('-150.286633'))	O+		zrosenow@yahoo.de	840		Schinke	Wilhelmine Schacht MBA.	wgeissler	240-10-1520	07/18/2025, 00:00:00	714
	(Decimal('-19.1983905'), Decimal('-160.396945'))	B+		osamu19@yahoo.com	494	1972-12-08	株式会社佐藤情報	長谷川 さゆり	naokitakahashi	860-56-9807	25 Sep 2024	81
	(Decimal('25.019986'), Decimal('7.968935'))	AB-		augustotrevisani@vodafone.it	1374		Civaschi, Sauro e Verri e figli	Gianna Tarchetti	jmascheroni	FNCBRR41A29F122Z	09/15/2021, 00:00:00	669
	(Decimal('21.6130575'), Decimal('8.655187'))	B-		filizheintze@hotmail.de	674		Reising	Hans-Herbert Plath	doerschneradelgunde	526-89-8102	07 Dec 2021	319
	(Decimal('63.959131'), Decimal('84.377095'))	A+		anthony49@hotmail.com	782		Howard, Ware and Howard	William Espinoza	sawyerkristin	349-18-4628	2021-05-08	19
	(Decimal('-12.9214155'), Decimal('61.358844'))	AB+		james02@gmail.com	737	1974-03-25	King, Serrano and Adams	Michael Hartman	qpena	420-44-5855	2020/01/07	649
	(Decimal('-72.6516845'), Decimal('-110.981533'))	A-	Race relations officer	katherinehall@gmail.com	459		Robinson, Harper and Thomas	Nichole Williams	chad04	210-81-6320	2019/02/16	432
		AB-	Friseur	vwieloch@gmail.com	1622		Martin AG	Univ.Prof. Katrin Heintze B.A.	friedo42	662-03-3966	06 Nov 2022	624
